Date,Close
2022-03-11,125.88209278474017
2022-03-12,128.21740787895703
2022-03-13,127.94421791122907
2022-03-14,125.50523418763078
2022-03-15,125.67167001375994
2022-03-16,128.10522065433994
2022-03-17,126.51235544062406
2022-03-18,124.82275922218886
2022-03-19,131.91506564400757
2022-03-20,132.94483620482163
2022-03-21,133.88211752098292
2022-03-22,133.2867403442069
2022-03-23,134.92870263746332
2022-03-24,134.1704772023289
2022-03-25,135.64901220492
2022-03-26,136.85868494847938
2022-03-27,135.59864649483043
2022-03-28,135.66431990102308
2022-03-29,136.30563557019607
2022-03-30,131.58254784901044
2022-03-31,134.9504368018763
2022-04-01,138.14052819323385
2022-04-02,143.6370113311766
2022-04-03,142.07861170418647
2022-04-04,142.82584108969988
2022-04-05,142.51814706233546
2022-04-06,143.33625461431114
2022-04-07,140.40196232877992
2022-04-08,143.76033009231122
2022-04-09,149.77256434940998
2022-04-10,150.98801448168547
2022-04-11,151.9110126988515
2022-04-12,156.98431491193705
2022-04-13,158.70928870764004
2022-04-14,154.97713273107658
2022-04-15,151.75931582044797
2022-04-16,152.61586133725268
2022-04-17,154.09669350244477
2022-04-18,147.90766287680069
2022-04-19,143.76967646624544
2022-04-20,146.96451653711105
2022-04-21,148.7062405216741
2022-04-22,147.4933322054215
2022-04-23,145.67024999220465
2022-04-24,146.0014030187633
2022-04-25,149.20264033394218
2022-04-26,149.71975807285034
2022-04-27,147.77962287294258
2022-04-28,150.61517256011626
2022-04-29,149.19300370718227
2022-04-30,148.74803849888093
2022-05-01,153.33882721851995
2022-05-02,159.23795346673683
2022-05-03,162.7155568562046
2022-05-04,162.32887214952197
2022-05-05,165.1682754751719
2022-05-06,167.80865626040915
2022-05-07,172.61562851044837
2022-05-08,171.66072987785833
2022-05-09,171.7198408223536
2022-05-10,173.6273499381336
2022-05-11,174.35445209684735
2022-05-12,177.0964961725283
2022-05-13,175.31031286121632
2022-05-14,178.68530125307393
2022-05-15,174.4120903299863
2022-05-16,173.75133111724307
2022-05-17,170.96515479232497
2022-05-18,171.06904245129851
2022-05-19,171.65536466170695
2022-05-20,177.94463107137477
2022-05-21,171.38295034043495
2022-05-22,175.07231584222484
2022-05-23,176.30560924560416
2022-05-24,182.16393234191352
2022-05-25,181.7126233784678
2022-05-26,186.53455256712243
2022-05-27,188.98911174453886
2022-05-28,186.11311372745948
2022-05-29,190.0097551518426
2022-05-30,190.22277840466026
2022-05-31,189.89592731179116
2022-06-01,190.84154083284955
2022-06-02,183.9895340397587
2022-06-03,186.72321116865845
2022-06-04,195.95994996107171
2022-06-05,200.12231721077663
2022-06-06,198.13455772845558
2022-06-07,196.63182586524485
2022-06-08,193.87778759836195
2022-06-09,196.80964293263153
2022-06-10,197.3182365591437
2022-06-11,197.36081125498566
2022-06-12,206.5829269866884
2022-06-13,208.15046005788997
2022-06-14,208.3012131524955
2022-06-15,207.15845072206952
2022-06-16,211.18391168457754
2022-06-17,206.9641389266784
2022-06-18,206.55479377446807
2022-06-19,201.49138281044597
2022-06-20,198.2569687148444
2022-06-21,195.65386415839612
2022-06-22,193.96612343645847
2022-06-23,192.05277265847528
2022-06-24,191.73541481450255
2022-06-25,193.07721864444272
2022-06-26,190.1325275489043
2022-06-27,189.58391643738156
2022-06-28,190.94418279467268
2022-06-29,185.49011720397598
2022-06-30,190.44313494761514
2022-07-01,192.30665541009256
2022-07-02,185.32403841297707
2022-07-03,183.66732316314605
2022-07-04,180.33190111044462
2022-07-05,182.5928930472188
2022-07-06,180.51621586528537
2022-07-07,182.39333211644546
2022-07-08,177.28046111434384
2022-07-09,175.87356924373466
2022-07-10,180.59245117659904
2022-07-11,177.73501097023043
2022-07-12,185.42872575642062
2022-07-13,183.1050188191779
2022-07-14,184.19112841127588
2022-07-15,183.07567253120905
2022-07-16,183.4935658706568
2022-07-17,183.7036925909679
2022-07-18,182.8407126974857
2022-07-19,178.6281211573682
2022-07-20,180.4716412566126
2022-07-21,179.17723852158582
2022-07-22,181.41737774114205
2022-07-23,179.19737067905882
2022-07-24,178.85686273315517
2022-07-25,178.8047085799758
2022-07-26,175.35898781385976
2022-07-27,173.20758476774557
2022-07-28,167.59855427856317
2022-07-29,169.35387474257612
2022-07-30,171.13463428181518
2022-07-31,171.75067317816814
2022-08-01,176.15372070967123
2022-08-02,176.03442394808852
2022-08-03,177.77342287599944
2022-08-04,178.51957318242063
2022-08-05,184.04017582488095
2022-08-06,189.43457266433654
2022-08-07,186.04567175048118
2022-08-08,182.8607159710557
2022-08-09,188.76503369816297
2022-08-10,190.77625207397588
2022-08-11,190.04401174157277
2022-08-12,186.29172124426984
2022-08-13,189.4511804057902
2022-08-14,190.34900449291104
2022-08-15,190.9349904679974
2022-08-16,188.77873841776832
2022-08-17,189.58607760664967
2022-08-18,184.89085303141977
2022-08-19,185.83540876537882
2022-08-20,184.4595944404011
2022-08-21,181.70997095609945
2022-08-22,186.3217761001071
2022-08-23,190.59494022264644
2022-08-24,196.300738732127
2022-08-25,189.86354163107134
2022-08-26,191.70370483699622
2022-08-27,201.06952038782384
2022-08-28,203.77428962105756
2022-08-29,198.57878182721873
2022-08-30,200.5493602402505
2022-08-31,206.33204211020893
2022-09-01,213.97764921593
2022-09-02,221.78406595714617
2022-09-03,220.9577388224337
2022-09-04,222.83121024030007
2022-09-05,226.92477648124213
2022-09-06,219.51557784980739
2022-09-07,222.47506782329353
2022-09-08,217.20111140368613
2022-09-09,231.05661698801697
2022-09-10,229.41557730212233
2022-09-11,236.80092720430898
2022-09-12,234.49131779454052
2022-09-13,234.6185791563466
2022-09-14,240.08428313996637
2022-09-15,241.2058870481529
2022-09-16,240.86255957806947
2022-09-17,234.2883656476241
2022-09-18,234.209231740363
2022-09-19,236.08020322391127
2022-09-20,233.97681432092244
2022-09-21,247.0211925481576
2022-09-22,247.03596982031772
2022-09-23,243.78525407746966
2022-09-24,248.44524045441787
2022-09-25,249.32088262628235
2022-09-26,245.57581470888613
2022-09-27,248.30262726238445
2022-09-28,249.42479149587712
2022-09-29,249.0558907526434
2022-09-30,250.4427766620355
2022-10-01,259.9003592479353
2022-10-02,257.9336358601247
2022-10-03,256.15233225650087
2022-10-04,252.86551440172366
2022-10-05,249.8047915165575
2022-10-06,263.49344965590956
2022-10-07,259.4012694002461
2022-10-08,262.8631852183587
2022-10-09,262.8161169122239
2022-10-10,262.6660746358576
2022-10-11,257.72080776637415
2022-10-12,253.45627430511448
2022-10-13,255.14303307329848
2022-10-14,247.61775390216013
2022-10-15,243.8847230413529
2022-10-16,244.85172800917923
2022-10-17,235.9712345234281
2022-10-18,232.73196187271407
2022-10-19,240.45213032587017
2022-10-20,236.73940200340095
2022-10-21,243.19734655025894
2022-10-22,235.64849123637347
2022-10-23,233.82946783808643
2022-10-24,228.29764857370068
2022-10-25,225.27475976308708
2022-10-26,221.54115956379914
2022-10-27,220.70214204036623
2022-10-28,212.1616086848651
2022-10-29,217.93258340752107
2022-10-30,219.48250412154465
2022-10-31,213.2845006680852
2022-11-01,215.11530692898998
2022-11-02,217.21811571484636
2022-11-03,213.80290901971995
2022-11-04,214.20588962795208
2022-11-05,210.05733346933147
2022-11-06,208.86749364952118
2022-11-07,214.08335565398104
2022-11-08,213.0488989401623
2022-11-09,224.62632739443836
2022-11-10,217.1726665045739
2022-11-11,226.3193448342526
2022-11-12,234.88562151453652
2022-11-13,242.10739055414186
2022-11-14,246.11313365063282
2022-11-15,242.27276421572498
2022-11-16,239.29506100345486
2022-11-17,244.29837980038212
2022-11-18,247.0084645649657
2022-11-19,235.2535945593702
2022-11-20,239.57638642432278
2022-11-21,244.20147034724963
2022-11-22,241.52303001756542
2022-11-23,246.54621398155552
2022-11-24,245.2817188205004
2022-11-25,249.49303333601313
2022-11-26,249.998239617418
2022-11-27,239.54668329381562
2022-11-28,233.11657231734785
2022-11-29,238.0383276258397
2022-11-30,236.46051047794234
2022-12-01,240.6235121706167
2022-12-02,234.99973843134234
2022-12-03,236.87432363025368
2022-12-04,240.16797682627345
2022-12-05,246.15664244676222
2022-12-06,244.62969922535825
2022-12-07,243.71716446568584
2022-12-08,235.83949221604334
2022-12-09,234.54863994590846
2022-12-10,244.09986120532974
2022-12-11,239.95151925609636
2022-12-12,234.4798856958945
2022-12-13,243.2494418180896
2022-12-14,246.93802070585113
2022-12-15,257.11312671096454
2022-12-16,256.2745462071218
2022-12-17,256.07095578828284
2022-12-18,258.53861746154763
2022-12-19,246.46192992020661
2022-12-20,247.07191412072
2022-12-21,250.01399252921223
2022-12-22,250.921950192444
2022-12-23,255.69634974058047
2022-12-24,258.34027798407686
2022-12-25,259.1087736647271
2022-12-26,257.23144042529594
2022-12-27,254.8141553043177
2022-12-28,260.50716826311606
2022-12-29,266.8807987925791
2022-12-30,264.57947598403814
2022-12-31,265.50753771966754
2023-01-01,257.86353537335583
2023-01-02,258.0196713465446
2023-01-03,261.9557344360836
2023-01-04,268.86787663196753
2023-01-05,260.33591903482306
2023-01-06,263.4675209418734
2023-01-07,263.4412314732928
2023-01-08,270.652659963632
2023-01-09,266.7707671992286
2023-01-10,272.48969757430586
2023-01-11,274.84325215531027
2023-01-12,269.4424371904462
2023-01-13,263.35938058959874
2023-01-14,269.8822400561416
2023-01-15,267.271887996262
2023-01-16,270.5965994096475
2023-01-17,262.908532577894
2023-01-18,262.5566931055218
2023-01-19,269.72899141516564
2023-01-20,274.4734966755186
2023-01-21,276.70533071365
2023-01-22,290.20616772069195
2023-01-23,296.9325887406003
2023-01-24,299.519371046409
2023-01-25,301.00724753777183
2023-01-26,294.6962450565754
2023-01-27,297.0614713770227
2023-01-28,290.61449767953957
2023-01-29,291.38099133906445
2023-01-30,291.82119067131816
2023-01-31,292.57464721672557
2023-02-01,293.160992444569
2023-02-02,288.5572102078471
2023-02-03,284.36445841357926
2023-02-04,291.20425550410874
2023-02-05,294.2569138476789
2023-02-06,298.9775663814345
2023-02-07,300.6756288181074
2023-02-08,298.1415196111052
2023-02-09,286.85115790383514
2023-02-10,286.0296832024757
2023-02-11,294.78962261788115
2023-02-12,290.3771784085761
2023-02-13,293.4708918682945
2023-02-14,288.28113359760255
2023-02-15,285.4210281605447
2023-02-16,271.1972289534483
2023-02-17,265.04326599424076
2023-02-18,261.85207600875276
2023-02-19,267.6464199173674
2023-02-20,269.921832361577
2023-02-21,266.73146948079483
2023-02-22,265.55469175332377
2023-02-23,262.0805082066148
2023-02-24,261.0694072171015
2023-02-25,264.6756558453052
2023-02-26,259.99036056692233
2023-02-27,264.50889522602967
2023-02-28,262.54605801370417
2023-03-01,255.09593803383268
2023-03-02,263.28812609775207
2023-03-03,271.29398419977946
2023-03-04,271.4971401154078
2023-03-05,272.76585343967497
2023-03-06,267.67757221933203
2023-03-07,269.7096047606458
2023-03-08,267.58453134197396
2023-03-09,272.947935171085
2023-03-10,269.5619736032593
2023-03-11,271.6661802076464
2023-03-12,273.4348113861866
2023-03-13,279.6691167601032
2023-03-14,280.1411550524482
2023-03-15,279.7542970057333
2023-03-16,277.6993704868351
2023-03-17,282.8986700185796
2023-03-18,291.4817209662109
2023-03-19,293.6376261102453
2023-03-20,295.7103264648715
2023-03-21,301.01377796354456
2023-03-22,305.30884608189984
2023-03-23,305.3907491179972
2023-03-24,309.18372022469515
2023-03-25,304.3581249555582
2023-03-26,305.588260337607
2023-03-27,308.1669697862354
2023-03-28,294.291113295034
2023-03-29,287.2796145025535
2023-03-30,286.9870735605881
2023-03-31,289.6742797728744
2023-04-01,284.25649153250686
2023-04-02,286.3068463050243
2023-04-03,286.8617001740441
2023-04-04,282.97952884242216
2023-04-05,283.64553919582835
2023-04-06,291.46041370406857
2023-04-07,298.7060667056409
2023-04-08,310.9248970421291
2023-04-09,309.57111120342313
2023-04-10,300.10201652502764
2023-04-11,301.671219518947
2023-04-12,287.51157632961286
2023-04-13,290.3482290486231
2023-04-14,296.8911428611611
2023-04-15,295.36400878356636
2023-04-16,302.9749407758296
2023-04-17,309.307368301659
2023-04-18,313.0906126202771
2023-04-19,310.26001731674603
2023-04-20,305.99608910008584
2023-04-21,308.7552126594685
2023-04-22,302.1584748622089
2023-04-23,304.7045678395563
2023-04-24,295.80442072350564
2023-04-25,299.9127584048983
2023-04-26,303.01843223418666
2023-04-27,293.9446408772671
2023-04-28,301.1614258541956
2023-04-29,301.1579117540593
2023-04-30,301.9316964180729
2023-05-01,301.6895245791121
2023-05-02,305.2135796047421
2023-05-03,316.8667573795535
2023-05-04,308.8211912754258
2023-05-05,311.0373576401599
2023-05-06,318.9740430563987
2023-05-07,309.17458955386127
2023-05-08,298.1949651431061
2023-05-09,298.1016454113035
2023-05-10,293.46921959747243
2023-05-11,293.8773925733027
2023-05-12,296.2103198111984
2023-05-13,293.2310771300988
2023-05-14,304.31248179283796
2023-05-15,301.4846873420549
